item_id_slug,item_tipo,item_titulo,item_entidad,ciclo_siglas,competencia_id,competencia_titulo,tipo_relacion,orden_preparacion,nivel_minimo_recomendado,obligatoria_para_item,motivo_relacion,video_recurso_id,video_titulo,canal,youtube_url,embed_url_privacidad_mejorada,inicio_segundos,fin_segundos,objetivo_video_en_al_lio,actividad_despues_video,evidencia_minima,fiabilidad_1_5,tipo_cobertura,estado_embed,ultima_revision,estado_curacion_ia,accion_recomendada_ia,motivo_curacion_ia,video_sustituto_id,video_sustituto_url,publicar_como_principal,duracion_minutos_verificada,visitas_verificadas,cumple_min_45m,cumple_min_300k,relevancia_directa_ciclo
dam_feria_empleo_granada_2026,evento,Feria Internacional de Empleo de Granada 2026,Ayuntamiento de Granada y entidades colaboradoras,DAM,DAM-ED-001,Usar Git y un flujo de trabajo colaborativo,requiere,3,1,no,"Feria Internacional de Empleo de Granada 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,"Usar commits, ramas, repositorios remotos y pull requests.",Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
dam_ugr_lan_party_2026,evento,UGR LAN Party 2026,Universidad de Granada,DAM,DAM-SI-001,Instalar y configurar un sistema de trabajo,requiere,1,1,sí,"UGR LAN Party 2026 se relaciona con Instalar y configurar un sistema de trabajo por su tipo, descripción o etiquetas.",YT-VSCODE-001,Visual Studio Code: curso para principiantes,HolaMundo,https://www.youtube.com/watch?v=Ei1y51K8jQk,https://www.youtube-nocookie.com/embed/Ei1y51K8jQk?rel=0&enablejsapi=1&cc_load_policy=1&start=78&end=1210,78,1210,Instalar y configurar un entorno de trabajo reproducible.,"Instala o configura una máquina virtual o entorno equivalente || Crea usuarios y aplica actualizaciones || Documenta requisitos, red y almacenamiento",Guía de instalación reproducible con capturas,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_APOYO,MANTENER,,,,NO_USAR_COMO_CURSO_NUCLEAR,82,1100000,SI,SI,PARCIAL
dam_ugr_lan_party_2026,evento,UGR LAN Party 2026,Universidad de Granada,DAM,DAM-EMP-001,Preparar perfil profesional y candidatura,requiere,2,2,sí,"UGR LAN Party 2026 se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",YT-DRIVE-001,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube-nocookie.com/embed/xBaRjZUVSgc?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Organizar CV, portfolio, evidencias y documentos de candidatura en una carpeta compartible.",CV adaptado a un puesto concreto || Perfil GitHub o portfolio con dos evidencias explicadas || Matriz de requisitos y brechas de tres ofertas,"CV, perfil y matriz de brechas",4.0,parcial_con_actividad,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_ugr_lan_party_2026,evento,UGR LAN Party 2026,Universidad de Granada,DAM,DAM-PRJ-002,Presentar y defender una solución,requiere,3,3,no,"UGR LAN Party 2026 se relaciona con Presentar y defender una solución por su tipo, descripción o etiquetas.",YT-CANVA-BRAND-001,Kit de marca en Canva,Canva Latinoamérica,https://www.youtube.com/watch?v=havARJ_ZQg8,https://www.youtube-nocookie.com/embed/havARJ_ZQg8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Crear una presentación visual coherente y preparar una defensa breve.,Pitch de 3 a 5 minutos con estructura || Demo sin depender de pasos improvisados || Responde preguntas técnicas y reconoce límites,Vídeo de pitch o presentación en directo,5.0,parcial_con_actividad,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_ugr_lan_party_2026,evento,UGR LAN Party 2026,Universidad de Granada,DAM,DAM-ED-001,Usar Git y un flujo de trabajo colaborativo,requiere,4,1,no,"UGR LAN Party 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,"Usar commits, ramas, repositorios remotos y pull requests.",Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
dam_commit_conf_2026,evento,Commit Conf 2026,Commit Conf,DAM,DAM-PRO-001,"Programar con variables, decisiones y bucles",requiere,1,1,sí,"Commit Conf 2026 se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=5294&end=11115,5294,11115,"Programar variables, validaciones y decisiones.",Usa tipos de datos y operadores adecuados || Resuelve decisiones y repeticiones sin bucles infinitos || Valida entradas y prueba casos límite,Tres programas de consola con casos de prueba,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
dam_commit_conf_2026,evento,Commit Conf 2026,Commit Conf,DAM,DAM-PRO-002,Diseñar funciones y trabajar con colecciones,requiere,2,1,sí,"Commit Conf 2026 se relaciona con Diseñar funciones y trabajar con colecciones por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=11115&end=19586,11115,19586,Separar lógica en funciones y manipular colecciones.,"Separa responsabilidades en funciones pequeñas || Recorre y transforma colecciones correctamente || Gestiona búsquedas, ordenación o agregación básica",Aplicación de consola modular con colección de objetos o datos,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
dam_commit_conf_2026,evento,Commit Conf 2026,Commit Conf,DAM,DAM-PRO-003,Aplicar programación orientada a objetos,requiere,3,2,no,"Commit Conf 2026 se relaciona con Aplicar programación orientada a objetos por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=19586&end=27441,19586,27441,"Modelar clases, objetos, encapsulación y composición.",Define clases con responsabilidades claras || Protege invariantes mediante encapsulación || Usa composición o interfaces y justifica el diseño,Proyecto orientado a objetos con diagrama y README,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
dam_commit_conf_2026,evento,Commit Conf 2026,Commit Conf,DAM,DAM-ED-001,Usar Git y un flujo de trabajo colaborativo,requiere,4,1,no,"Commit Conf 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,"Usar commits, ramas, repositorios remotos y pull requests.",Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
dam_commit_conf_2026,evento,Commit Conf 2026,Commit Conf,DAM,DAM-DIG-001,"Analizar digitalización, datos e IA de forma responsable",requiere,5,1,no,"Commit Conf 2026 se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",YT-AI-RESP-001,Programación e inteligencia artificial responsable,MoureDev by Brais Moure,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube-nocookie.com/embed/uquw8yUKaYM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Evaluar datos, automatización e IA con límites, trazabilidad y revisión humana.","Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,4.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_gsoc_2026,reto,Google Summer of Code 2026,Google Open Source,DAM,DAM-PRO-001,"Programar con variables, decisiones y bucles",requiere,1,1,sí,"Google Summer of Code 2026 se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=5294&end=11115,5294,11115,"Programar variables, validaciones y decisiones.",Usa tipos de datos y operadores adecuados || Resuelve decisiones y repeticiones sin bucles infinitos || Valida entradas y prueba casos límite,Tres programas de consola con casos de prueba,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
dam_gsoc_2026,reto,Google Summer of Code 2026,Google Open Source,DAM,DAM-PRO-002,Diseñar funciones y trabajar con colecciones,requiere,2,1,sí,"Google Summer of Code 2026 se relaciona con Diseñar funciones y trabajar con colecciones por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=11115&end=19586,11115,19586,Separar lógica en funciones y manipular colecciones.,"Separa responsabilidades en funciones pequeñas || Recorre y transforma colecciones correctamente || Gestiona búsquedas, ordenación o agregación básica",Aplicación de consola modular con colección de objetos o datos,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
dam_gsoc_2026,reto,Google Summer of Code 2026,Google Open Source,DAM,DAM-PRO-003,Aplicar programación orientada a objetos,requiere,3,2,no,"Google Summer of Code 2026 se relaciona con Aplicar programación orientada a objetos por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=19586&end=27441,19586,27441,"Modelar clases, objetos, encapsulación y composición.",Define clases con responsabilidades claras || Protege invariantes mediante encapsulación || Usa composición o interfaces y justifica el diseño,Proyecto orientado a objetos con diagrama y README,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
dam_gsoc_2026,reto,Google Summer of Code 2026,Google Open Source,DAM,DAM-ED-001,Usar Git y un flujo de trabajo colaborativo,requiere,4,1,no,"Google Summer of Code 2026 se relaciona con Usar Git y un flujo de trabajo colaborativo por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&end=14000,0,14000,"Usar commits, ramas, repositorios remotos y pull requests.",Crea repositorio y commits atómicos con mensajes claros || Trabaja en una rama y abre un pull request || Resuelve un conflicto sencillo sin perder trabajo,"Repositorio con historial, rama y pull request",4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
dam_gsoc_2026,reto,Google Summer of Code 2026,Google Open Source,DAM,DAM-MOB-001,Crear una aplicación móvil con navegación y estado,requiere,5,3,no,"Google Summer of Code 2026 se relaciona con Crear una aplicación móvil con navegación y estado por su tipo, descripción o etiquetas.",YT-ANDROID-COMPOSE-001,Welcome to Android Basics with Compose,Android Developers,https://www.youtube.com/watch?v=lNKk-RSL7wg,https://www.youtube-nocookie.com/embed/lNKk-RSL7wg?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Crear navegación, pantallas y gestión de estado en una app móvil.",Implementa varias pantallas y navegación || Gestiona estado y ciclo de vida sin pérdida inesperada || Adapta recursos a tamaños y orientaciones,APK o build de prueba con vídeo de uso,5.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-ANDROID-KOTLIN-ARISTIDEVS-001,https://www.youtube.com/watch?v=vJapzH_46a8,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
dam_nasa_space_apps_2026,hackathon,NASA Space Apps Challenge 2026,NASA,DAM,DAM-LM-001,Estructurar información con lenguajes de marcas,requiere,1,1,sí,"NASA Space Apps Challenge 2026 se relaciona con Estructurar información con lenguajes de marcas por su tipo, descripción o etiquetas.",YT-HTML-001,Curso de HTML,jonmircha,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube-nocookie.com/embed/-oK6zL01fNM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Estructurar información usando etiquetas semánticas y jerarquía correcta.,"Usa estructura semántica y validable || Diferencia HTML, XML y JSON y sus casos de uso || Interpreta o genera datos estructurados",Conjunto de documentos validados y ejemplo de consumo,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-HTMLCSS-SOYDALTO-001,https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_nasa_space_apps_2026,hackathon,NASA Space Apps Challenge 2026,NASA,DAM,DAM-DIG-001,"Analizar digitalización, datos e IA de forma responsable",requiere,2,1,sí,"NASA Space Apps Challenge 2026 se relaciona con Analizar digitalización, datos e IA de forma responsable por su tipo, descripción o etiquetas.",YT-AI-RESP-001,Programación e inteligencia artificial responsable,MoureDev by Brais Moure,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube-nocookie.com/embed/uquw8yUKaYM?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Evaluar datos, automatización e IA con límites, trazabilidad y revisión humana.","Modela un proceso antes y después de digitalizarlo || Identifica datos, riesgos y controles || Justifica cuándo una automatización o IA aporta valor",Mapa de proceso y ficha de riesgos,4.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_nasa_space_apps_2026,hackathon,NASA Space Apps Challenge 2026,NASA,DAM,DAM-PRJ-001,Planificar y entregar un proyecto integrador,requiere,3,3,no,"NASA Space Apps Challenge 2026 se relaciona con Planificar y entregar un proyecto integrador por su tipo, descripción o etiquetas.",YT-GIT-001,Curso de Git y GitHub desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=3GymExBkKjE,https://www.youtube-nocookie.com/embed/3GymExBkKjE?rel=0&enablejsapi=1&cc_load_policy=1&start=12100&end=13200,12100,13200,"Organizar la entrega de un proyecto mediante issues, ramas y revisión.","El alcance y los criterios de aceptación están definidos || La solución funciona y está versionada || Incluye pruebas, documentación y una demo reproducible","Repositorio, demo, README, pruebas y presentación",4.5,parcial_con_proyecto,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,305,1145997,SI,SI,SI
dam_nasa_space_apps_2026,hackathon,NASA Space Apps Challenge 2026,NASA,DAM,DAM-PRJ-002,Presentar y defender una solución,requiere,4,3,no,"NASA Space Apps Challenge 2026 se relaciona con Presentar y defender una solución por su tipo, descripción o etiquetas.",YT-CANVA-BRAND-001,Kit de marca en Canva,Canva Latinoamérica,https://www.youtube.com/watch?v=havARJ_ZQg8,https://www.youtube-nocookie.com/embed/havARJ_ZQg8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Crear una presentación visual coherente y preparar una defensa breve.,Pitch de 3 a 5 minutos con estructura || Demo sin depender de pasos improvisados || Responde preguntas técnicas y reconoce límites,Vídeo de pitch o presentación en directo,5.0,parcial_con_actividad,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_nasa_space_apps_2026,hackathon,NASA Space Apps Challenge 2026,NASA,DAM,DAM-MOB-001,Crear una aplicación móvil con navegación y estado,requiere,5,3,no,"NASA Space Apps Challenge 2026 se relaciona con Crear una aplicación móvil con navegación y estado por su tipo, descripción o etiquetas.",YT-ANDROID-COMPOSE-001,Welcome to Android Basics with Compose,Android Developers,https://www.youtube.com/watch?v=lNKk-RSL7wg,https://www.youtube-nocookie.com/embed/lNKk-RSL7wg?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Crear navegación, pantallas y gestión de estado en una app móvil.",Implementa varias pantallas y navegación || Gestiona estado y ciclo de vida sin pérdida inesperada || Adapta recursos a tamaños y orientaciones,APK o build de prueba con vídeo de uso,5.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-ANDROID-KOTLIN-ARISTIDEVS-001,https://www.youtube.com/watch?v=vJapzH_46a8,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
dam_todofp_perfil,fuente_noticias,TodoFP: Desarrollo de Aplicaciones Multiplataforma,"Ministerio de Educación, Formación Profesional y Deportes",DAM,DAM-EMP-001,Preparar perfil profesional y candidatura,apoya,1,2,no,"TodoFP: Desarrollo de Aplicaciones Multiplataforma se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",YT-DRIVE-001,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube-nocookie.com/embed/xBaRjZUVSgc?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Organizar CV, portfolio, evidencias y documentos de candidatura en una carpeta compartible.",CV adaptado a un puesto concreto || Perfil GitHub o portfolio con dos evidencias explicadas || Matriz de requisitos y brechas de tres ofertas,"CV, perfil y matriz de brechas",4.0,parcial_con_actividad,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_todofp_perfil,fuente_noticias,TodoFP: Desarrollo de Aplicaciones Multiplataforma,"Ministerio de Educación, Formación Profesional y Deportes",DAM,DAM-BAS-005,Documentar errores y aprender mediante práctica,apoya,2,0,no,"TodoFP: Desarrollo de Aplicaciones Multiplataforma se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",YT-VSCODE-001,Visual Studio Code: curso para principiantes,HolaMundo,https://www.youtube.com/watch?v=Ei1y51K8jQk,https://www.youtube-nocookie.com/embed/Ei1y51K8jQk?rel=0&enablejsapi=1&cc_load_policy=1&start=1831&end=2500,1831,2500,"Reproducir, aislar y documentar un error usando el depurador.",Crea una plantilla de diario técnico || Documenta un error con pasos para reproducirlo || Distingue una fuente primaria de una explicación secundaria,Entrada de diario técnico con error resuelto,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_APOYO,MANTENER,,,,NO_USAR_COMO_CURSO_NUCLEAR,82,1100000,SI,SI,PARCIAL
dam_android_developers_blog,fuente_noticias,Android Developers Blog,Google,DAM,DAM-MOB-001,Crear una aplicación móvil con navegación y estado,apoya,1,3,no,"Android Developers Blog se relaciona con Crear una aplicación móvil con navegación y estado por su tipo, descripción o etiquetas.",YT-ANDROID-COMPOSE-001,Welcome to Android Basics with Compose,Android Developers,https://www.youtube.com/watch?v=lNKk-RSL7wg,https://www.youtube-nocookie.com/embed/lNKk-RSL7wg?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Crear navegación, pantallas y gestión de estado en una app móvil.",Implementa varias pantallas y navegación || Gestiona estado y ciclo de vida sin pérdida inesperada || Adapta recursos a tamaños y orientaciones,APK o build de prueba con vídeo de uso,5.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-ANDROID-KOTLIN-ARISTIDEVS-001,https://www.youtube.com/watch?v=vJapzH_46a8,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
dam_android_developers_blog,fuente_noticias,Android Developers Blog,Google,DAM,DAM-UI-001,Construir interfaces de escritorio o multiplataforma,apoya,2,2,no,"Android Developers Blog se relaciona con Construir interfaces de escritorio o multiplataforma por su tipo, descripción o etiquetas.",YT-ANDROID-COMPOSE-001,Welcome to Android Basics with Compose,Android Developers,https://www.youtube.com/watch?v=lNKk-RSL7wg,https://www.youtube-nocookie.com/embed/lNKk-RSL7wg?rel=0&enablejsapi=1&cc_load_policy=1,0,0,Construir pantallas declarativas con componentes y estado.,"La interfaz mantiene estado coherente || Valida datos y comunica errores || Separa vista, lógica y datos mediante un patrón reconocible",Aplicación de escritorio o multiplataforma con varias vistas,5.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,YT-ANDROID-KOTLIN-ARISTIDEVS-001,https://www.youtube.com/watch?v=vJapzH_46a8,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,SI
dam_android_developers_blog,fuente_noticias,Android Developers Blog,Google,DAM,DAM-MOB-002,"Integrar datos, red y capacidades del dispositivo",apoya,3,3,no,"Android Developers Blog se relaciona con Integrar datos, red y capacidades del dispositivo por su tipo, descripción o etiquetas.",YT-ANDROID-DATA-001,How to build a data layer,Android Developers,https://www.youtube.com/watch?v=P125nWICYps,https://www.youtube-nocookie.com/embed/P125nWICYps?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Integrar red, repositorios, almacenamiento y ciclo de vida.","Gestiona conectividad, carga y error || Solicita únicamente permisos necesarios || Mantiene datos locales y sincronización coherente",Aplicación móvil conectada con modo degradado,5.0,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,SOLO_COMPLEMENTARIO_OFICIAL,REEMPLAZAR_POR_ID,No cumple el filtro estricto: duración inferior a 45 min y visitas inferiores a 300.000.,YT-ANDROID-KOTLIN-ARISTIDEVS-001,https://www.youtube.com/watch?v=vJapzH_46a8,NO,10,6370,NO,NO,SI
dam_android_developers_blog,fuente_noticias,Android Developers Blog,Google,DAM,DAM-EMP-001,Preparar perfil profesional y candidatura,apoya,4,2,no,"Android Developers Blog se relaciona con Preparar perfil profesional y candidatura por su tipo, descripción o etiquetas.",YT-DRIVE-001,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube-nocookie.com/embed/xBaRjZUVSgc?rel=0&enablejsapi=1&cc_load_policy=1,0,0,"Organizar CV, portfolio, evidencias y documentos de candidatura en una carpeta compartible.",CV adaptado a un puesto concreto || Perfil GitHub o portfolio con dos evidencias explicadas || Matriz de requisitos y brechas de tres ofertas,"CV, perfil y matriz de brechas",4.0,parcial_con_actividad,revisar_automaticamente_antes_de_publicar,2026-08-04,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,NO_HASTA_VERIFICAR,,,NO_VERIFICADO,NO_VERIFICADO,PARCIAL
dam_android_developers_blog,fuente_noticias,Android Developers Blog,Google,DAM,DAM-BAS-005,Documentar errores y aprender mediante práctica,apoya,5,0,no,"Android Developers Blog se relaciona con Documentar errores y aprender mediante práctica por su tipo, descripción o etiquetas.",YT-VSCODE-001,Visual Studio Code: curso para principiantes,HolaMundo,https://www.youtube.com/watch?v=Ei1y51K8jQk,https://www.youtube-nocookie.com/embed/Ei1y51K8jQk?rel=0&enablejsapi=1&cc_load_policy=1&start=1831&end=2500,1831,2500,"Reproducir, aislar y documentar un error usando el depurador.",Crea una plantilla de diario técnico || Documenta un error con pasos para reproducirlo || Distingue una fuente primaria de una explicación secundaria,Entrada de diario técnico con error resuelto,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_APOYO,MANTENER,,,,NO_USAR_COMO_CURSO_NUCLEAR,82,1100000,SI,SI,PARCIAL
dam_dev_java,fuente_noticias,Dev.java,Oracle Java,DAM,DAM-PRO-001,"Programar con variables, decisiones y bucles",apoya,1,1,no,"Dev.java se relaciona con Programar con variables, decisiones y bucles por su tipo, descripción o etiquetas.",YT-JAVA-001,Curso de Java desde cero,MoureDev by Brais Moure,https://www.youtube.com/watch?v=JOAqpdM36wI,https://www.youtube-nocookie.com/embed/JOAqpdM36wI?rel=0&enablejsapi=1&cc_load_policy=1&start=5294&end=11115,5294,11115,"Programar variables, validaciones y decisiones.",Usa tipos de datos y operadores adecuados || Resuelve decisiones y repeticiones sin bucles infinitos || Valida entradas y prueba casos límite,Tres programas de consola con casos de prueba,4.5,directa,revisar_automaticamente_antes_de_publicar,2026-08-04,APROBADO_PRINCIPAL,MANTENER,,,,SI,528,394029,SI,SI,SI
