ciclo_siglas,video_recurso_id,tipo_recurso_youtube,video_titulo,canal,tipo_canal,idioma,subtitulos,youtube_video_id,youtube_playlist_id,youtube_url,canal_url,tema_principal,fiabilidad_1_5,motivo_fiabilidad,estado_url,estado_embed,permite_descarga,modo_uso,ultima_revision,notas_recurso,duracion_minutos_verificada,visitas_verificadas,fecha_verificacion_metricas,fuente_metricas,calidad_verificacion_metricas,canal_fiable,cumple_min_45m,cumple_min_300k,relevancia_directa_ciclo,es_short_o_microvideo,estado_curacion_ia,accion_recomendada_ia,motivo_reemplazo,tipo_encaje_sustituto,video_sustituto_id,video_sustituto_titulo,video_sustituto_url,publicar_como_principal,regla_automatica_ia
DAM,YT-ACTIONS-001,video,GitHub Actions: automatización y CI/CD,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,pNtcTmCiXzw,,https://www.youtube.com/watch?v=pNtcTmCiXzw,https://www.youtube.com/@mouredev,github_actions_ci_cd,4.5,Contenido específico de automatización de repositorios.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=pNtcTmCiXzw,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-AI-RESP-001,video,Programación e inteligencia artificial responsable,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,uquw8yUKaYM,,https://www.youtube.com/watch?v=uquw8yUKaYM,https://www.youtube.com/@mouredev,ia_responsable_datos,4.0,Recurso profesional para introducir uso responsable de IA en desarrollo.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=uquw8yUKaYM,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-ANDROID-COMPOSE-001,video,Welcome to Android Basics with Compose,Android Developers,fabricante_oficial,en,si_revisar_idioma,lNKk-RSL7wg,,https://www.youtube.com/watch?v=lNKk-RSL7wg,https://www.youtube.com/@AndroidDevelopers,android_compose_ui,5.0,Canal oficial del equipo Android.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=lNKk-RSL7wg,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,AMPLIO_VALIDO,YT-ANDROID-KOTLIN-ARISTIDEVS-001,CURSO: ANDROID desde CERO con KOTLIN - PARTE 1,https://www.youtube.com/watch?v=vJapzH_46a8,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-ANDROID-DATA-001,video,How to build a data layer,Android Developers,fabricante_oficial,en,si_revisar_idioma,P125nWICYps,,https://www.youtube.com/watch?v=P125nWICYps,https://www.youtube.com/@AndroidDevelopers,android_data_layer_architecture,5.0,Canal oficial Android; arquitectura y capa de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,10,6370,2026-08-05,https://www.youtube.com/watch?v=P125nWICYps,APROXIMADA,SI,NO,NO,SI,SI,SOLO_COMPLEMENTARIO_OFICIAL,REEMPLAZAR_POR_ID,No cumple el filtro estricto: duración inferior a 45 min y visitas inferiores a 300.000.,AMPLIO_VALIDO,YT-ANDROID-KOTLIN-ARISTIDEVS-001,CURSO: ANDROID desde CERO con KOTLIN - PARTE 1,https://www.youtube.com/watch?v=vJapzH_46a8,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=SOLO_COMPLEMENTARIO_OFICIAL
DAM,YT-ANDROID-ROOM-001,video,Room: persistencia local en Android,Android Developers,fabricante_oficial,en,si_revisar_idioma,sU-ot_Oz3AE,,https://www.youtube.com/watch?v=sU-ot_Oz3AE,https://www.youtube.com/@AndroidDevelopers,android_room_sql,5.0,Canal oficial Android; persistencia Room.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=sU-ot_Oz3AE,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,AMPLIO_VALIDO,YT-ANDROID-KOTLIN-ARISTIDEVS-001,CURSO: ANDROID desde CERO con KOTLIN - PARTE 1,https://www.youtube.com/watch?v=vJapzH_46a8,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-CANVA-BRAND-001,video,Kit de marca en Canva,Canva Latinoamérica,empresa_oficial,es,revisar_en_youtube,havARJ_ZQg8,,https://www.youtube.com/watch?v=havARJ_ZQg8,https://www.youtube.com/@CanvaLatinoamerica,identidad_visual_branding,5.0,Canal oficial de Canva para Latinoamérica.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=havARJ_ZQg8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-DB-DESIGN-001,video,Diseño de bases de datos,jonmircha,creador_profesional,es,revisar_en_youtube,HXE169-n5pM,,https://www.youtube.com/watch?v=HXE169-n5pM,https://www.youtube.com/@jonmircha,modelo_relacional,4.5,Curso técnico específico sobre diseño de bases de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=HXE169-n5pM,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,AMPLIO_VALIDO,YT-SQL-001,Curso COMPLETO de SQL y BASES DE DATOS Desde Cero para PRINCIPIANTES,https://www.youtube.com/watch?v=OuJerKzV5T0,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-DRIVE-001,video,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,creador_educativo,es,revisar_en_youtube,xBaRjZUVSgc,,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube.com/@CarlosCortesAcademy,archivos_nube_colaboracion,4.0,Curso largo con demostración práctica y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=xBaRjZUVSgc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-FILES-001,video,Cómo organizar archivos en la computadora | Computación básica,Ronal Mañuico - Computación y Tecnología,creador_educativo,es,revisar_en_youtube,mrN082rtsL0,,https://www.youtube.com/watch?v=mrN082rtsL0,https://www.youtube.com/@RonalManuico,archivos_carpetas_organizacion,4.0,"Tutorial específico, práctico y orientado a principiantes.",curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=mrN082rtsL0,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-GIT-001,video_largo,Curso COMPLETO de GIT y GITHUB desde CERO para PRINCIPIANTES,MoureDev by Brais Moure,creador_formativo_verificado,es,revisar_en_youtube,3GymExBkKjE,,https://www.youtube.com/watch?v=3GymExBkKjE,,Git y GitHub,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",305,1145997,2026-08-05,https://www.youtube.com/watch?v=3GymExBkKjE,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
DAM,YT-GREEN-SOFT-001,playlist,Software Development and Sustainability,Beyond Coding,entrevista_profesional,en,revisar_en_youtube,,PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj,https://www.youtube.com/playlist?list=PLX6ivsCcfHDOzMIUioOofyF-h-niZL6Qj,https://www.youtube.com/@BeyondCoding,software_sostenible,3.5,Colección técnica centrada en sostenibilidad del software.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,Playlist: seleccionar y fijar el episodio concreto antes de publicar la lección definitiva.,,,,,NO_VERIFICADA,REVISAR,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,SI_PLAYLIST_O_SIN_VIDEO_UNICO,REEMPLAZAR_INMEDIATAMENTE,BUSCAR_NUEVO_CANDIDATO,Es una playlist o no tiene un vídeo único auditable; no permite garantizar duración y repercusión por recurso.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REEMPLAZAR_INMEDIATAMENTE
DAM,YT-HTML-001,video,Curso de HTML,jonmircha,creador_profesional,es,revisar_en_youtube,-oK6zL01fNM,,https://www.youtube.com/watch?v=-oK6zL01fNM,https://www.youtube.com/@jonmircha,html_semantica_marcas,4.5,Curso técnico estructurado de HTML semántico.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=-oK6zL01fNM,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,DIRECTO,YT-HTMLCSS-SOYDALTO-001,Curso de HTML y CSS desde CERO (Completo),https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-HUBSPOT-CRM-001,video,HubSpot CRM para principiantes,HubSpot Español,empresa_oficial,es,revisar_en_youtube,RXbOwk1l2T8,,https://www.youtube.com/watch?v=RXbOwk1l2T8,https://www.youtube.com/@HubSpotEspanol,crm_leads_pipeline,5.0,Tutorial oficial de CRM y gestión de contactos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=RXbOwk1l2T8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,NO,NO_VERIFICADO,REEMPLAZAR_INMEDIATAMENTE,ELIMINAR_ASIGNACION,El recurso no está relacionado directamente con este ciclo formativo.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REEMPLAZAR_INMEDIATAMENTE
DAM,YT-HUBSPOT-MKT-001,video,"Curso de Marketing Hub: CRM, formularios, anuncios, email y analítica",HubSpot Español,empresa_oficial,es,revisar_en_youtube,Ama6IGE6tIs,,https://www.youtube.com/watch?v=Ama6IGE6tIs,https://www.youtube.com/@HubSpotEspanol,marketing_hub_crm_ads_email_analytics,5.0,Curso oficial de la plataforma con demostraciones y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=Ama6IGE6tIs,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,NO,NO_VERIFICADO,REEMPLAZAR_INMEDIATAMENTE,ELIMINAR_ASIGNACION,El recurso no está relacionado directamente con este ciclo formativo.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REEMPLAZAR_INMEDIATAMENTE
DAM,YT-JAVA-001,video_largo,Curso Completo de Java desde Cero para Principiantes,MoureDev by Brais Moure,creador_formativo_verificado,es,revisar_en_youtube,JOAqpdM36wI,,https://www.youtube.com/watch?v=JOAqpdM36wI,,Java y POO,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",528,394029,2026-08-05,https://www.youtube.com/watch?v=JOAqpdM36wI,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
DAM,YT-NODE-001,video,Fundamentos de Node.js,jonmircha,creador_profesional,es,revisar_en_youtube,0f26_Enlv38,,https://www.youtube.com/watch?v=0f26_Enlv38,https://www.youtube.com/@jonmircha,node_backend_servidor,4.5,Curso práctico de Node.js.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=0f26_Enlv38,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-PROG-INTRO-001,video,Hablemos de programación: fundamentos y pensamiento lógico,jonmircha,creador_profesional,es,revisar_en_youtube,BjYrguKBfCo,,https://www.youtube.com/watch?v=BjYrguKBfCo,https://www.youtube.com/@jonmircha,algoritmos_fundamentos_programacion,4.5,Explica conceptos antes de entrar en un lenguaje concreto.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=BjYrguKBfCo,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,AMPLIO_VALIDO,YT-JAVA-001,Curso Completo de Java desde Cero para Principiantes,https://www.youtube.com/watch?v=JOAqpdM36wI,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-RESPONSIVE-001,video,Responsive Web Design,jonmircha,creador_profesional,es,revisar_en_youtube,udGrXWeJp1Y,,https://www.youtube.com/watch?v=udGrXWeJp1Y,https://www.youtube.com/@jonmircha,responsive_mobile_first,4.5,Vídeo específico sobre diseño adaptable.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=udGrXWeJp1Y,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,REEMPLAZAR_POR_ID,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,DIRECTO,YT-HTMLCSS-SOYDALTO-001,Curso de HTML y CSS desde CERO (Completo),https://www.youtube.com/watch?v=ELSm-G201Ls,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-SQL-001,video_largo,Curso COMPLETO de SQL y BASES DE DATOS Desde Cero para PRINCIPIANTES,MoureDev by Brais Moure,creador_formativo_verificado,es,revisar_en_youtube,OuJerKzV5T0,,https://www.youtube.com/watch?v=OuJerKzV5T0,,SQL y bases de datos,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",411,1740560,2026-08-05,https://www.youtube.com/watch?v=OuJerKzV5T0,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
DAM,YT-TERMINAL-001,video,Curso de terminal y línea de comandos,jonmircha,creador_profesional,es,revisar_en_youtube,Pi0KVD4xTbc,,https://www.youtube.com/watch?v=Pi0KVD4xTbc,https://www.youtube.com/@jonmircha,terminal_comandos,4.5,Formación técnica estructurada por un educador web profesional.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=Pi0KVD4xTbc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-TESTING-001,video,Testing desde cero: pruebas automatizadas,MoureDev by Brais Moure,creador_profesional_verificado,es,revisar_en_youtube,344uwF1z2Gg,,https://www.youtube.com/watch?v=344uwF1z2Gg,https://www.youtube.com/@mouredev,testing_calidad,4.5,Curso práctico de pruebas automatizadas y calidad de código.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=344uwF1z2Gg,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
DAM,YT-VSCODE-001,video_largo,Curso completo de Visual Studio Code desde cero,HolaMundo,creador_formativo_verificado,es,revisar_en_youtube,Ei1y51K8jQk,,https://www.youtube.com/watch?v=Ei1y51K8jQk,,Visual Studio Code,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",82,1100000,2026-08-05,https://www.youtube.com/watch?v=Ei1y51K8jQk,APROXIMADA_CONSERVADORA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
DAM,YT-HTMLCSS-SOYDALTO-001,video_largo,Curso de HTML y CSS desde CERO (Completo),Soy Dalto,creador_formativo_verificado,es,revisar_en_youtube,ELSm-G201Ls,,https://www.youtube.com/watch?v=ELSm-G201Ls,,"HTML, CSS y responsive",5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",1423,3625279,2026-08-05,https://www.youtube.com/watch?v=ELSm-G201Ls,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
DAM,YT-PYTHON-MIDU-001,video_largo,Curso COMPLETO de Python DESDE CERO para Principiantes 2025,midudev,creador_formativo_verificado,es,revisar_en_youtube,TkN2i-_4N4g,,https://www.youtube.com/watch?v=TkN2i-_4N4g,,Fundamentos de programación con Python,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",491,1532653,2026-08-05,https://www.youtube.com/watch?v=TkN2i-_4N4g,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
DAM,YT-ANDROID-KOTLIN-ARISTIDEVS-001,video_largo,CURSO: ANDROID desde CERO con KOTLIN - PARTE 1,Mobile Dev by AristiDevs,creador_formativo_verificado,es,revisar_en_youtube,vJapzH_46a8,,https://www.youtube.com/watch?v=vJapzH_46a8,,"Android, Kotlin y Android Studio",5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,curso_principal,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",561,890192,2026-08-05,https://www.youtube.com/watch?v=vJapzH_46a8,VERIFICADA,SI,SI,SI,SI,NO,APROBADO_PRINCIPAL,MANTENER,,,,,,SI,PUBLICAR_PRINCIPAL
TSAF,YT-ANDROID-DATA-001,video,How to build a data layer,Android Developers,fabricante_oficial,en,si_revisar_idioma,P125nWICYps,,https://www.youtube.com/watch?v=P125nWICYps,https://www.youtube.com/@AndroidDevelopers,android_data_layer_architecture,5.0,Canal oficial Android; arquitectura y capa de datos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,10,6370,2026-08-05,https://www.youtube.com/watch?v=P125nWICYps,APROXIMADA,SI,NO,NO,NO,SI,REEMPLAZAR_INMEDIATAMENTE,ELIMINAR_ASIGNACION,El recurso no está relacionado directamente con este ciclo formativo.,,,,,NO,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REEMPLAZAR_INMEDIATAMENTE
TSAF,YT-CANVA-BRAND-001,video,Kit de marca en Canva,Canva Latinoamérica,empresa_oficial,es,revisar_en_youtube,havARJ_ZQg8,,https://www.youtube.com/watch?v=havARJ_ZQg8,https://www.youtube.com/@CanvaLatinoamerica,identidad_visual_branding,5.0,Canal oficial de Canva para Latinoamérica.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=havARJ_ZQg8,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
TSAF,YT-DRIVE-001,video,"Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,creador_educativo,es,revisar_en_youtube,xBaRjZUVSgc,,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube.com/@CarlosCortesAcademy,archivos_nube_colaboracion,4.0,Curso largo con demostración práctica y capítulos.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=xBaRjZUVSgc,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,PARCIAL,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
TSAF,YT-EXCEL-001,video_largo,Curso Completo de Excel Gratis,A2 Capacitación: Excel,creador_formativo_verificado,es,revisar_en_youtube,m8i4fMUCpK0,,https://www.youtube.com/watch?v=m8i4fMUCpK0,,Excel,5,Canal especializado y vídeo largo con repercusión superior al umbral estricto.,verificado_2026_08_05,revisar_antes_publicar,NO,recurso_apoyo,2026-08-05,"Seleccionado por curación estricta: duración >=45 min, visitas >=300.000 y encaje con el ciclo.",120,2030653,2026-08-05,https://www.youtube.com/watch?v=m8i4fMUCpK0,VERIFICADA,SI,SI,SI,PARCIAL,NO,APROBADO_APOYO,MANTENER,,,,,,NO_USAR_COMO_CURSO_NUCLEAR,PUBLICAR_SOLO_COMO_APOYO
TSAF,YT-FISIOLOGIA-UNI-001,video,Fisiología del ejercicio — Parte II,Facultad de Ciencias Médicas,universidad_publica,es,revisar_en_youtube,ga88pqiForY,,https://www.youtube.com/watch?v=ga88pqiForY,https://www.youtube.com/@FacultaddeCienciasMedicas,fisiologia_ejercicio_respuestas_adaptaciones,5.0,Clase universitaria de fisiología del ejercicio publicada por una facultad de ciencias médicas.,curado_manualmente_2026_08_04,revisar_automaticamente_antes_de_publicar,no,reproductor_oficial_youtube_iframe_api,2026-08-04,,,,,https://www.youtube.com/watch?v=ga88pqiForY,NO_VERIFICADA,SI,NO_VERIFICADO,NO_VERIFICADO,SI,NO_VERIFICADO,REVISAR_METRICAS,BUSCAR_NUEVO_CANDIDATO,No se han podido verificar de forma suficiente duración y/o visualizaciones; queda bloqueado como principal.,,,,,NO_HASTA_VERIFICAR,SI duracion<45 O visitas<300000 O relevancia=NO => NO_PUBLICAR_PRINCIPAL; estado=REVISAR_METRICAS
